81,92,120,148,197,216,246,255,276,296,351,381,390,460,486,491,508,516,525,595,621,651,660,756,771,786,795,827,868,891,930,947,1026;1,3,1,2,2,1,2,1,3,4,1,2,1,2,1,4,4,2,1,2,1,2,1,1,3,2,1,2,2,1,1,3,1
23,111,143,147,161,235,243,299,323,327,331,419,427,432,437,507,515,519,575,595,599,603,611,683,691,703,713,742,754,771,779,795,830,832,834,867,887,922,952,979;1,3,1,1,2,2,2,1,1,1,1,2,2,4,2,1,1,1,1,1,4,2,2,2,1,1,2,1,4,1,1,2,1,2,1,2,1,1,3,2
221,276,287,300,318,324,342,348,406,416,430,440,508,518,525,532,600,606,624,629,648,672;4,1,4,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1
87,263,313,439,533,615,627,709,791,803,967,979;3,3,4,3,4,3,3,4,3,3,3,3
196,209,212,215,297,307,375,378,385,399,412,463,470,500,504,520,527,534,592,598,605,655,669,690,693,747,757,839,842,845,872;4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,4
232,280,328,336,505,526,529,532,535,538,643,661,664,667,670,673,685,727,796,799,802,805,808,918,931,934,937,1066,1069,1072;3,1,3,4,4,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,1,1,1,4,1,1,1,1,1,1
32,120,212,252,363,384,455,472,507,568,593,660,731,743,798,823,936,1028;1,2,4,3,1,2,2,1,4,1,3,2,2,4,3,1,2,1
4,98,118,184,190,206,282,294,322,345,374,382,409,415,466,470,564,601,605,634,640,664,689,697,727,777,789,859,865,881,953,973,1039;1,2,2,1,2,2,2,2,3,4,2,2,1,1,2,2,4,2,2,1,1,4,2,2,3,2,2,1,2,2,2,2,1
46,61,138,153,276,291,376,395,414,429,506,521,598,613,690,699,705,828,843,966,981,1058,1073;1,1,2,2,3,3,4,4,2,2,1,1,1,1,2,4,2,3,3,2,2,1,1
60,95,109,118,125,236,250,254,265,285,347,378,458,472,487,555,605,610,617,627,685,691,725,748,775,801,806,832,887,918,938,955,1015;3,2,1,2,1,1,3,2,3,2,1,1,1,1,2,1,4,2,3,1,1,1,2,2,4,4,3,1,3,2,2,3,2
55,66,104,119,278,303,309,334,386,526,550,559,626,665,702,721,782,798,862,890,894,922,1021;1,3,2,3,2,2,2,4,1,1,3,3,3,4,3,1,4,1,1,1,2,2,2
148,234,276,326,333,368,386,394,418,427,435,443,460,552,556,563,570,578,640,688,697,705,713,728,746,754,776,783,816,864,1003;3,2,1,2,3,1,2,2,2,2,2,2,1,1,2,4,4,4,1,2,2,2,2,1,2,2,2,3,1,2,3
54,154,189,192,324,327,330,459,462,465,468,573,594,597,600,603,729,732,735,864,867,919,999;1,4,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,4,1
46,82,138,170,230,258,311,322,346,396,414,434,506,522,528,531,534,598,610,666,684,690,698,782,786,816,819,822,874,886,954,968;1,1,1,1,1,1,4,1,1,3,1,1,1,1,3,1,3,1,1,3,3,1,1,1,1,3,1,3,1,4,3,4
56,232,236,240,305,416,437,440,443,575,651,827,831,835,1011;2,2,4,2,2,2,2,4,2,2,3,3,4,3,3
100,118,192,206,284,294,376,382,468,470,521,531,558,560,646,652,734,744,822,836,874,910,928;2,2,1,1,1,1,2,2,1,1,4,4,1,1,2,2,1,1,1,1,4,2,2
306,430,438,558,570,578,607,656,705,754,791,803,829,923,1055;2,4,2,2,2,4,2,2,2,2,2,2,4,2,2
204,217,349,355,376,481,487,493,508,514,619,625,640,646,652,757,778,784,916;4,2,3,3,2,2,4,2,3,3,3,3,2,4,2,2,3,3,2
81,198,211,219,229,278,305,376,416,435,444,511,605,644,678,727,745,786,803,865,887,962,969,973;2,3,1,3,2,2,4,2,2,3,3,4,3,3,2,2,3,2,2,2,3,3,2,4
52,62,144,150,282,414,420,502,507,512,568,573,578,660,666,793,798,930,936,1018,1028;1,1,2,2,3,2,2,1,4,1,1,4,1,2,2,4,3,2,2,1,1
103,123,159,281,299,310,335,339,413,480,491,519,574,643,649,670,703,802,871,964,971,979,1012;2,3,2,2,3,2,3,4,3,4,2,3,3,3,4,2,3,2,2,2,2,3,2
200,242,248,329,341,362,367,377,462,478,503,642,658,677,682,779,791,872,878,920,929;2,2,2,2,2,2,2,4,2,2,4,2,2,2,2,2,2,2,2,2,4
144,215,232,240,253,291,303,320,341,370,379,391,429,458,467,478,546,576,596,626,664,684,702,714,734,752,772,790,802,822,840,878,910,928,979,1016;2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2
82,101,170,174,249,252,255,258,262,341,344,347,350,414,417,420,423,445,476,479,482,485,506,509,512,564,567,570,573,577,638,641,644,647,665,713,730,733,736,740,801,848,863,866,869,872,875,936,955,958,961,964;1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1
274,315,362,409,417,456,503,550,597,630,644,650,677,691,724,738,771,785,788,791,818,865,912,959,1006,1009,1012,1015;4,1,1,1,4,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
62,100,130,194,197,200,208,233,262,265,268,332,340,343,346,365,368,371,395,400,425,478,503,557,560,563,623,642,695,748,755,758,761,774,777,780,880,883,886,893,912,919,1018;2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2
56,63,75,141,158,214,236,287,341,352,368,437,456,462,516,557,575,581,593,611,661,726,735,741,756,776,839,858,894,921,950,961,979,1015,1042;2,2,2,3,2,2,2,2,3,2,2,2,2,2,2,4,4,3,2,2,2,2,2,2,2,2,3,2,3,4,2,2,2,2,2
74,83,250,259,263,268,426,430,435,444,602,611,620,672,778,787,796,954,963,972;3,3,3,3,4,3,3,4,3,3,3,3,3,4,3,3,3,3,3,3
78,153,203,254,329,430,505,577,606,658,681,790,847,865,974,1049;3,3,4,3,3,3,3,3,3,4,3,3,4,3,3,3
11,30,99,103,118,122,155,191,195,206,210,283,287,294,298,375,379,382,386,434,467,469,472,474,602,604,607,609,690,694,697,701,778,782,789,793,866,870,881,885,954,958,966,973,977,1046,1065;1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1
56,145,147,233,235,237,239,244,321,323,329,331,411,413,419,421,423,426,519,524,529,532,591,593,599,601,603,606,681,683,689,691,730,732,773,779,794,820,822,911;1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,2,3,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1
236,263,413,416,419,426,440,443,446,596,603,606,609,623,786;3,3,2,4,2,3,2,4,2,3,2,4,2,3,3
113,245,251,333,343,465,471,475,481,603,613,695,701,833,1013;3,2,2,2,2,3,4,4,3,2,2,2,2,3,4
132,159,170,208,220,246,258,284,296,308,334,346,372,384,422,438,460,514,530,537,606,779;2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4
28,48,120,132,148,180,186,212,264,295,304,318,324,396,424,456,462,488,580,594,600,672,700,732,738,764,802,870,876,976,1008,1014;1,2,1,3,3,1,2,1,4,4,1,1,2,1,3,1,2,1,1,1,2,1,3,1,2,1,4,1,2,3,1,2
116,181,191,199,204,260,320,330,426,431,446,467,505,574,584,601,613,635,676,700,717,776,784,803,809,882,937,949,967,977,985,1004,1070;2,2,2,2,4,1,3,1,3,2,1,1,3,1,1,2,4,2,2,2,1,3,1,2,1,1,1,4,2,1,1,2,1
34,87,125,216,247,289,296,300,307,372,398,408,410,413,421,432,489,515,580,619,633,635,638,646,652,657,671,687,754,762,789,827,831,843,853,885,927,944,968;1,4,1,1,1,2,2,4,1,3,1,1,1,2,2,2,1,2,1,1,1,1,2,2,4,3,1,3,1,1,2,2,2,1,1,1,1,1,1
71,95,119,167,206,215,263,275,279,283,341,392,398,418,468,521,578,598,653,758,778,785,906,916;2,2,2,2,2,2,2,2,3,2,2,4,2,2,4,3,3,3,2,2,2,2,4,3
51,67,104,235,243,419,427,507,519,595,611,619,707,771,795,805,827,859,947,971,979;3,3,4,3,3,3,3,1,1,3,3,3,1,3,3,4,4,1,3,3,3
282,294,306,414,420,426,432,438,444,546,552,558,564,570,576,582,684,690,696,702,708,714,822,834,846;3,3,3,2,2,2,2,2,2,3,4,3,4,3,4,3,2,2,2,2,2,2,3,3,3
105,117,193,197,205,209,281,289,293,301,331,369,381,393,457,469,473,485,545,557,561,565,577,581,637,649,653,665,729,741,753,821,829,833,841,913,917,925,929,1005,1017;1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,4,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
65,69,98,157,161,166,186,249,253,274,278,341,345,362,366,370,433,437,458,462,525,529,550,554,605,617,621,642,646,709,713,717,734,738,801,805,826,830,886,893,918,922,981,1010,1014;1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1
90,194,228,234,270,288,344,347,350,366,372,374,398,408,482,490,504,512,546,553,561,582,594,602,672,678,704,726,732,734,760,810,828,849,852,858,864,883,886,892,914,944,978,980,984,990,1076;1,1,1,1,1,2,1,1,1,1,1,1,1,1,4,1,1,1,2,3,3,1,1,1,1,1,4,1,1,1,1,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1
60,211,307,324,337,343,456,459,462,469,472,475,483,594,601,607,659,663,667,733,843,858,1019;2,1,3,2,1,1,2,4,2,1,4,1,3,2,1,1,3,4,3,1,3,2,3
7,14,18,25,29,36,95,106,117,128,156,183,194,198,205,209,220,318,329,333,340,344,355,453,464,468,475,479,490,529,588,599,603,610,614,625,723,734,738,745,749,760,858,869,873,880,884,895,909,950,961,972,983,1042,1049,1053,1060,1064,1071;1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1
25,63,100,116,198,205,296,325,333,385,468,476,509,532,550,565,603,656,738,745,775,836,873,922,925,1000,1008,1016;1,2,3,1,2,1,1,3,2,1,2,1,4,4,3,1,2,1,2,1,3,1,2,4,1,3,2,1
15,58,101,144,159,187,202,206,212,275,285,291,298,328,351,363,377,382,390,393,416,429,443,469,476,525,529,551,561,567,580,601,617,622,652,656,688,699,705,716,780,837,842,850,872,890,925,938,964,967,975,1028;1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,1,1,1,4,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,3,4
32,120,124,212,300,304,392,480,484,572,660,664,752;2,2,2,4,2,2,4,2,2,4,2,2,2
284,291,326,351,368,379,407,428,467,527,531,535,548,552,555,560,563,566,647,677,698,711,728,739,776,824,831;1,1,1,3,1,1,2,2,1,3,4,3,2,4,1,2,4,2,1,2,2,3,1,1,1,1,1
240,244,246,248,250,332,342,382,418,420,434,436,506,514,520,525,528,598,616,652,690,704,782,792,872,877,882,960,974,1009,1015,1048,1066;4,1,1,1,1,1,1,3,1,1,1,1,1,2,2,4,1,1,1,3,1,1,1,1,1,4,1,1,1,2,2,1,1
113,156,160,199,207,242,248,254,285,301,328,348,375,383,391,422,426,430,434,469,477,512,516,520,524,555,563,571,598,618,645,661,692,698,704,739,747,786,790,833,968;1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,4
334,338,342,374,392,422,426,430,434,507,510,514,518,522,526,529,602,606,610,614,644,662,694,698,702;1,1,1,1,1,2,2,2,2,1,2,4,4,4,2,1,2,2,2,2,1,1,1,1,1
11,19,23,71,75,98,105,124,146,153,158,200,207,256,259,279,282,286,339,380,387,394,419,422,435,461,474,477,511,514,528,554,561,565,569,604,612,616,647,655,659,697,702,706,782,791,871,881,961,972,1049,1063;3,3,3,2,3,2,3,2,2,2,2,2,3,2,3,3,2,3,3,3,2,2,2,2,3,3,2,1,1,2,2,2,2,1,1,4,1,1,1,1,1,4,1,4,1,1,1,1,1,1,1,1
454,458,462,466,470,474,478,482,484,486,488,509,521,535,591,595,599,603,607,611,615,618,620,622,624,626;1,1,1,1,1,1,1,1,1,1,1,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1
21,97,113,122,130,196,205,217,297,303,310,322,377,385,389,419,425,461,473,477,481,512,596,608,612,616,644,650,692,700,704,727,792,798,805,871,880,952,968,977,985,1017,1056;1,2,1,2,2,3,1,4,1,2,2,3,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,2,2,3,1,2,1,2,2,4,1
68,76,137,156,160,164,166,168,191,195,226,228,248,256,283,308,317,343,352,354,371,375,380,384,398,436,472,524,526,528,560,564,594,598,616,622,626,686,714,722,742,744,774,778,786,788,790,802,806,811,813,832,834,886,902,961;2,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,4,1,4
191,203,221,279,283,291,295,302,309,326,367,375,379,387,397,455,461,467,473,479,485,553,561,565,573,645,649,653,657,661,737,749;1,1,1,1,1,1,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1
15,150,153,156,207,225,228,231,234,291,300,303,306,309,330,369,426,429,432,435,444,447,504,507,510,522,582,620,645,657,717,780,783,792,918,921,924,927,1056;1,1,1,1,4,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1
116,140,151,159,187,202,220,234,245,288,300,331,347,374,394,417,441,460,477,488,503,520,535,546,563,582,589,606,623,629,632,649,666,675,692,709,752,818,865,872,877,912,924,959,971,1006;1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1
68,71,142,144,152,156,163,166,185,193,240,250,254,277,280,304,333,337,343,375,391,417,431,458,474,479,484,509,512,561,571,597,619,639,645,707,733,738,745,775,841,870,875,973,1001,1014;1,1,1,1,1,2,1,3,2,2,1,4,1,1,2,1,1,2,1,1,2,4,1,3,1,1,1,1,1,2,1,1,1,2,1,1,1,2,4,1,1,2,1,1,2,1
129,148,261,267,280,286,349,354,359,368,373,378,441,447,460,466,473,579,598,605,611,693,698,703,785,791,923;3,3,2,2,2,2,1,4,1,1,4,1,2,2,2,2,3,3,3,2,2,1,4,1,2,2,3
405,407,409,411,413,415,417,419,421,423,470,472,474,476,478,480,482,484,486,488,490,492,494,606,608,610,612,614,616,618,620,622,624,631,633,635,637,639,641,643,645,647,649,791,806,939;1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4
35,129,166,222,260,310,342,391,395,398,403,518,529,534,567,661,666,672,694,701,743,793,798,804,961,966,971,976,982;2,2,2,2,2,4,2,2,4,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2
148,151,154,190,202,278,282,285,288,294,366,370,375,380,430,454,458,478,481,484,487,548,589,613,616,619,622,640,645,650,655,681,732,735,738,773,789,806,865,877,913,916,919;1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,4,1,1,1,1,1
72,79,85,89,211,217,221,248,329,343,349,353,424,446,475,481,485,600,607,613,617,739,745,749,754,776,871,877,881,952,1003,1009,1013;3,2,2,1,2,2,1,3,4,2,2,1,3,4,2,2,1,3,2,2,1,2,2,1,4,3,2,2,1,3,2,2,1
65,67,107,115,201,239,243,249,253,331,341,373,379,383,389,466,476,508,524,558,564,600,606,612,693,699,750,786,1011;1,1,1,1,2,1,2,2,1,2,2,1,4,4,1,2,2,1,1,2,2,1,2,1,1,1,4,3,3
142,150,166,174,191,215,319,323,326,329,334,342,347,350,353,358,383,461,485,502,510,515,518,521,526,534,653,694,702;3,3,3,3,2,2,3,2,4,2,3,3,2,4,2,3,2,2,2,3,3,2,4,2,3,3,2,3,3
55,68,80,94,107,116,119,191,204,216,230,243,255,327,340,352,366,379,391,440,463,476,488,502,515,527,599,612,624,638,651,663,735,748,760,774,787,799,871,884,896,910,920,923,935,1007,1020,1046,1059,1071;2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2
20,108,112,196,200,204,284,296,333,337,468,472,603,607,712,738,742,779,791,871,875,879,963,967,1055;1,1,1,1,4,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,4,1,1,1,1
193,211,247,281,285,299,303,369,377,387,395,457,463,469,475,482,487,549,575,641,663,733,742,751,918,926;2,2,4,2,2,2,2,2,2,2,2,2,4,2,2,4,2,2,2,2,2,2,1,2,1,1
82,169,172,175,256,262,343,349,430,436,448,491,517,523,534,577,583,604,610,620,626,663,669,691,697,706,712,749,755,778,784,792,798,835,841,865,868,871,878,884,921,927,952,958,964,970,980;1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,4
80,123,212,215,218,303,341,350,388,473,476,479,568,602,611,645,734,737,740,825,872;2,1,2,4,2,1,2,2,1,2,4,2,1,2,2,1,2,4,2,1,2
776,779,782,785,788,791,794,797,800,911,914,917,920,923,926,929,932,935,1046,1049,1052,1055,1058,1061,1064,1067,1070;2,1,2,2,1,2,2,1,2,1,4,1,1,4,1,1,4,1,2,1,2,2,1,2,2,1,2
6,18,26,39,57,67,78,143,151,163,172,192,202,213,276,288,296,309,327,337,348,413,421,425,433,442,462,472,483,546,558,566,579,597,607,615,618,683,691,703,712,732,742,753,816,828,836,849,865,867,877,888,953,961,973,982,1002,1012,1023,1041,1053,1061;2,2,2,2,1,1,1,2,2,2,2,1,1,1,2,2,2,2,1,1,1,2,2,4,2,2,1,1,1,2,2,2,2,1,1,4,1,2,2,2,2,1,1,1,2,2,2,2,4,1,1,1,2,2,2,2,1,1,1,1,1,1
422,426,430,434,510,514,518,522,526,602,606,610,614;2,2,2,2,2,4,4,4,2,2,2,2,2
7,14,18,25,29,36,68,95,106,115,117,128,143,170,183,194,198,201,205,209,220,318,323,329,333,338,340,344,350,355,453,458,464,468,471,475,479,485,490,527,551,588,593,599,603,608,610,614,620,625,723,728,734,738,741,745,749,755,760,858,869,873,878,880,884,895,908,935,950,961,966,972,983,1042,1049,1053,1060,1064,1071;1,1,1,1,1,1,2,1,1,4,1,1,2,2,1,1,1,2,1,1,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,4,4,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,1,1,2,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1
1,5,9,13,17,21,29,37,41,93,97,101,105,109,113,117,121,125,129,133,181,185,189,193,197,201,205,209,213,217,221,273,277,285,293,297,301,305,309,313,361,365,369,373,377,381,385,389,393,397,401,453,457,461,465,469,473,477,481,485,489,493,545,549,553,557,561,565,569,573,577,581,633,637,641,645,649,653,657,661,665,669,673,721,725,729,733,737,741,745,749,753,757,761,813,817,821,825,833,841,845,849,853,901,905,909,913,917,921,925,929,933,937,941,993,997,1001,1005,1009,1013,1017,1021,1025,1029;1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
